city_name,locality,locality_id,boundary_polygon,locality_np_target_mtd,locality_np_days_active,impressions,clicks,total_project_pdp_session,paid_leads,expected_leads,lead_gap,np_target_not_met,conversion,locality_demand_status
Gurgaon,Sector 86,fe5388b6cc76451a5b11,"POLYGON((8564016.5993135 3299535.58038563,8564016.63449228 3299535.60502511,8564715.67692791 3299934.21934114,8564715.68420737 3299934.22353271,8565447.00908891 3300359.42625967,8565447.09385561 3300359.46543512,8565530.93987329 3300389.04870002,8565530.98222428 3300389.05926891,8565531.00278621 3300389.02076546,8565845.68399545 3299636.06510522,8565998.52645362 3299266.41207881,8566151.46156824 3298896.18167923,8566151.47424793 3298896.14047796,8566151.43783517 3298896.11740352,8564661.17890759 3298136.03157894,8564661.13620391 3298136.01496833,8564661.11295115 3298136.05445031,8564016.61358857 3299535.53987795,8564016.5993135 3299535.58038563))",112.39,7.33,122632,1518,979,88,96,-8,-24,0.0899,conversion/demand gap
Gurgaon,Sector 113,52523f2e41980d15b990,null,183.62,12.2,230129,2996,2027,157,172,-15,-27,0.0775,conversion/demand gap
Gurgaon,Sector 43,b835faa6126597e0f4cd,"POLYGON((8582179.92757011 3307482.7662163,8581599.50774512 3307382.47927391,8580863.79723046 3307208.11853816,8580302.4130384 3307059.97067838,8579918.80607312 3306958.16745868,8579901.99683001 3306972.3489553,8579887.6366157 3306981.71888096,8579873.72167935 3306984.12467374,8579855.46528286 3306983.87143237,8579843.66541683 3306976.27419363,8579835.76173299 3306967.15751283,8579833.98062113 3306950.06375307,8579845.00125073 3306917.52235963,8579859.69542351 3306903.84740079,8579858.80486758 3306816.98641435,8579870.15945564 3306554.12773767,8579871.9405675 3306363.06462697,8579968.00928805 3306216.82532104,8580040.92355452 3306103.25355956,8580120.9622684 3305973.72975003,8580209.34994409 3305831.03977024,8580285.15851732 3305709.74815266,8580442.23031883 3305492.36289857,8580592.62295089 3305541.35973277,8580695.37084089 3305580.22814997,8580855.44826865 3305639.35393907,8580939.04920624 3305675.18404111,8581045.35931995 3305722.28241296,8581156.45617176 3305771.28008855,8581242.39481865 3305806.4774959,8581261.54177107 3305811.92170746,8581320.65242068 3305811.92170746,8581477.72422219 3305811.92170746,8581570.00808006 3305817.23931158,8581554.75730982 3306333.81663798,8581490.8599221 3306337.36184536,8581483.6241552 3306374.08011991,8581484.8486696 3306398.7700508,8581496.42589664 3306408.13957496,8581517.68791938 3306410.29203414,8581537.61410824 3306409.40572737,8581564.44210552 3306402.18866021,8581585.48148928 3306391.04652906,8581586.92864266 3306370.5349028,8581578.02308339 3306350.65638141,8581554.86862931 3306333.05695081,8581570.23071904 3305817.23931158,8581762.47947964 3305824.45606342,8581920.77579555 3305834.58484448,8582104.67559434 3305851.29734998,8582195.51229882 3305854.84242959,8582258.18517214 3305849.52481053,8582308.94685994 3305837.62348029,8582366.2763977 3305828.63418468,8582396.66661869 3305820.27794346,8582528.13493731 3305768.87451373,8582580.00982003 3305751.02262987,8582686.31993373 3305762.92388313,8582610.5113605 3305995.25365893,8582518.56146111 3306289.62823902,8582435.51712097 3306615.03046873,8582369.28202395 3306876.62414468,8582301.71109304 3307138.22293332,8582279.11323641 3307227.23859509,8582214.54793175 3307495.30213694,8582179.92757011 3307482.7662163))",57.38,13.25,78202,661,320,28,21,7,-29,0.0875,demand gap
Noida,Sector 94,f5fc07e04e2d4dcf3b21,"POLYGON((8608275.99919933 3318850.32781289,8607788.75378812 3319294.66167153,8607198.76048692 3318788.22870872,8607174.8267964 3318692.67269249,8607189.18701071 3318136.20556077,8607903.41286364 3317665.55208687,8608084.97495313 3317887.69744477,8607600.06725123 3318179.16587245,8608275.99919933 3318850.32781289))",38.04,14,82820,672,216,9,14,-5,-29,0.0417,conversion/demand gap
Gurgaon,Sector 70,ca542b78e17bf640697e,"POLYGON((8574533.83702549 3299562.03107453,8573671.5562498 3299557.2221543,8573346.72597567 3299573.92683196,8573372.886056 3298766.55787915,8573527.95410668 3298514.2334131,8573716.3066851 3298285.82945129,8574269.89851282 3297981.88738469,8574701.03890066 3298116.77506223,8574947.05497531 3298439.95424643,8574896.84988496 3298786.80478225,8574889.83675704 3299540.51749745,8574533.83702549 3299562.03107453))",61.83,6.83,29894,466,1083,31,82,-51,-31,0.0286,conversion/demand gap
Gurgaon,Sector 31,de58a3f5d5c94a3a76b9,"POLYGON((8576280.66784106 3306073.49940555,8576280.69382279 3306073.53551299,8576752.65390334 3306612.87430535,8577126.65887041 3307031.95181881,8577126.691067 3307031.98162834,8577126.72761009 3307031.95734182,8577356.00326779 3306845.86005565,8577356.01411624 3306845.85099286,8577451.69860237 3306763.59187327,8577451.79267822 3306763.52021817,8577549.6060274 3306697.77805038,8577549.81610494 3306697.67041957,8577600.90960159 3306678.71982259,8577728.86123812 3306630.6298793,8577728.98677481 3306630.56062102,8577772.32607143 3306597.69725533,8577772.35998872 3306597.66909649,8577882.51474502 3306497.68879687,8577882.5442316 3306497.65642378,8577882.5198197 3306497.62007086,8577791.27174536 3306386.23977145,8577791.26424017 3306386.23049808,8577422.80138203 3305925.36555193,8577422.79952245 3305925.36321887,8577182.37005939 3305622.79310878,8577182.32766584 3305622.74619182,8576917.44629339 3305364.52628568,8576917.41022258 3305364.49763347,8576917.37645932 3305364.52897187,8576906.28831111 3305377.13969902,8576906.26735521 3305377.16279602,8576503.3073036 3305807.61073601,8576503.29582673 3305807.6234241,8576320.75480507 3306016.50456774,8576320.72235479 3306016.54589976,8576280.68986125 3306073.46075443,8576280.66784106 3306073.49940555))",37.15,11,16790,207,337,4,23,-19,-33,0.0119,conversion/demand gap
Gurgaon,DLF Phase 5,0ff6cd71f8971c93bc75,"POLYGON((8582654.82155995 3305748.10721272,8582654.86328766 3305748.1166413,8583323.82481925 3305834.20220479,8583323.86865829 3305834.20589385,8583926.02468237 3305858.25848666,8583926.14434587 3305858.24878868,8584365.74178965 3305768.37938262,8584365.85331398 3305768.36306639,8584962.46547451 3305715.19268916,8584962.47365232 3305715.19199417,8585197.30707311 3305696.20480499,8585197.34963449 3305696.19731737,8585197.35343864 3305696.15427014,8585191.78795445 3304650.50100219,8585191.79157934 3304650.4104455,8585239.65087606 3304090.95075757,8585239.65029029 3304090.90754894,8585239.60814624 3304090.91709914,8585110.59362396 3304133.92020517,8585110.46486433 3304133.98516405,8585049.38855727 3304176.92206463,8585049.1974179 3304177.02733403,8584900.33831204 3304238.93010435,8584900.12635048 3304238.99185455,8584899.90600503 3304239.00559044,8584795.53619925 3304233.95489322,8584795.49309143 3304233.95676679,8584795.47526566 3304233.99606101,8584762.0951543 3304330.16302773,8584762.09379453 3304330.16691926,8584728.83712425 3304424.71825565,8584728.75357493 3304424.89708379,8584728.63652786 3304425.05601767,8584728.49054319 3304425.18886522,8584728.32130849 3304425.2904507,8584041.00103714 3304750.347444,8584040.82787981 3304750.41054958,8584040.64608244 3304750.44080666,8584040.46181992 3304750.43718755,8583567.94911278 3304697.33236295,8583567.75079013 3304697.28935335,8583567.56523412 3304697.20719091,8583567.40008627 3304697.08925922,8583242.59361719 3304411.19536325,8583242.57348834 3304411.17715517,8583114.60294761 3304292.2206833,8583114.56812097 3304292.19430973,8583114.55090061 3304292.23445846,8582937.57162238 3304855.53551732,8582937.56415268 3304855.55833108,8582722.7274474 3305486.01484588,8582722.7167103 3305486.050699,8582654.82834534 3305748.0649746,8582654.82155995 3305748.10721272))",57.99,12.33,90221,1507,489,23,33,-10,-35,0.0470,conversion/demand gap
Noida,Sector 72,87ebedcc3bfc530600cd,"POLYGON((8614244.05973973 3322397.55361146,8613602.74815327 3322247.08218726,8613534.62062491 3322546.88581929,8613435.5462781 3322913.50475145,8613298.17802646 3323396.00685968,8613931.14065112 3323785.34275971,8613965.76101275 3323615.71210916,8613945.50086543 3323470.04446185,8613857.11318974 3323441.39287524,8613907.31828009 3323259.84974023,8613935.92738922 3323262.25846676,8614001.60588879 3323214.46434282,8614007.61714129 3323201.27978706,8614109.14051689 3323143.97783086,8614060.15994094 3323021.00765017,8614111.4782262 3322995.90665991,8614189.17923077 3322951.66311035,8614142.53636413 3322890.81262303,8614148.54761663 3322882.44570274,8614121.05170241 3322823.87740779,8614079.30689336 3322835.92065089,8614048.24875543 3322833.5120014,8614023.09055051 3322837.06159027,8614018.30381241 3322778.4934947,8614004.05491759 3322759.47793459,8614015.9661031 3322731.96880564,8614066.17119345 3322754.66066367,8614233.37306862 3322525.33522761,8614244.05973973 3322397.55361146))",114.32,8,219799,1723,894,78,88,-10,-36,0.0872,conversion/demand gap
Gurgaon,DLF Phase 2,708ba9e1db2721be4c5f,"POLYGON((8579301.88271631 3309324.03167852,8579301.90412356 3309324.06248291,8581021.75167958 3311356.7887621,8581021.76726504 3311356.80764703,8581664.04179539 3312154.75420211,8581664.07367084 3312154.78659573,8581664.11115224 3312154.76089485,8581924.26555346 3311935.3374658,8581924.42067928 3311935.22993124,8582248.45837332 3311753.27988427,8582248.49469658 3311753.25461034,8582248.47808274 3311753.21359654,8581872.69349441 3311033.41481067,8581872.62099558 3311033.23554359,8581872.58435505 3311033.04567458,8581872.58494293 3311032.85230338,8581872.62273723 3311032.66266066,8581872.6963247 3311032.4838377,8581872.80295372 3311032.32252118,8581872.93863714 3311032.18474318,8581873.09830136 3311032.07565558,8582003.55377086 3310960.37570745,8582003.59125009 3310960.34994239,8582003.57239974 3310960.30855162,8581840.38533665 3310679.9077,8581840.30222903 3310679.72476715,8581840.25736901 3310679.52891291,8581840.25256767 3310679.32804417,8581840.28801884 3310679.13027026,8581840.36229129 3310678.94357557,8581840.47238657 3310678.77549721,8581840.61385998 3310678.63282073,8582021.39387192 3310529.73244874,8582021.42238876 3310529.70707218,8582121.57585663 3310433.48292879,8582121.61413771 3310433.44176403,8582159.4154727 3310387.90361258,8582159.44087652 3310387.86656834,8582159.45130233 3310387.82287701,8582168.34195359 3310325.86698758,8582168.34483184 3310325.74971964,8582127.16677577 3309886.38176794,8582127.15747198 3309886.3341388,8582127.13044177 3309886.29383417,8582092.68357389 3309844.57530817,8582092.65048342 3309844.54225085,8582092.60744154 3309844.52394339,8581924.58774844 3309791.35500877,8581924.53277074 3309791.34099049,8581626.26168719 3309733.09610334,8581626.18648677 3309733.08726845,8581317.94606914 3309720.42730994,8581317.7941741 3309720.40936442,8579301.92004409 3309324.03539584,8579301.88271631 3309324.03167852))",65.94,10.8,132966,2206,370,24,31,-7,-42,0.0649,conversion/demand gap
Gurgaon,Sector 103,b1f494f6d3b3fd26a1cc,"POLYGON((8568471.49445266 3310831.66931926,8568471.509447 3310831.71085266,8568538.25638577 3310972.58649346,8568538.31556573 3310972.68187631,8570148.25023299 3313012.44477768,8570148.35241797 3313012.54197744,8570346.51314473 3313153.46447212,8570346.55382302 3313153.48760449,8570346.58972668 3313153.45759186,8571043.93695864 3312439.20425751,8571043.96640515 3312439.1675497,8571043.97072734 3312439.12068949,8571040.40902924 3311776.35859377,8571040.40472476 3311776.31714583,8571040.3680525 3311776.33693485,8571037.91326458 3311777.99104344,8571037.73116242 3311778.08807873,8571037.53302133 3311778.14567347,8571037.32727758 3311778.16137544,8571037.12269112 3311778.13451609,8571036.92797264 3311778.06623903,8571036.75141268 3311777.95945128,8571036.60052863 3311777.81869955,8571036.4817447 3311777.64997663,8571036.40011836 3311777.46046625,8571005.99349092 3311680.31885306,8571005.95311111 3311680.12275593,8571005.95260427 3311679.92254514,8571005.99199072 3311679.72624608,8571006.06969167 3311679.54172731,8571006.18259252 3311679.3763852,8571006.32616766 3311679.23684741,8571526.50404982 3311266.39100105,8571526.53490484 3311266.36137416,8571526.50728295 3311266.328712,8570186.51334536 3309955.01130344,8570186.47655846 3309954.98198912,8570186.43641337 3309955.00650395,8569708.96455465 3310317.96146077,8569708.7963292 3310318.06485128,8569708.61106778 3310318.13317117,8569231.06872138 3310442.3169496,8569230.97803646 3310442.35019397,8569102.01012485 3310504.38579913,8569101.99494902 3310504.39341896,8568896.62033194 3310611.91794877,8568896.61568521 3310611.92036609,8568471.53155491 3310831.64537602,8568471.49445266 3310831.66931926),(8571035.68839254 3311779.49022791,8571035.8704947 3311779.39319262,8571036.06863578 3311779.33559788,8571036.27437954 3311779.31989591,8571036.478966 3311779.34675526,8571036.67368448 3311779.41503232,8571036.85024444 3311779.52182007,8571037.00112848 3311779.6625718,8571037.11991241 3311779.83129472,8571037.20153875 3311780.0208051,8571037.40197536 3311780.66115023,8571037.44048654 3311780.84051583,8571037.44558316 3311781.02389837,8571037.41709371 3311781.20512607,8571037.355977 3311781.3780997,8571037.26428992 3311781.53699781,8571037.14511822 3311781.67647266,8571037.00247262 3311781.79183021,8570925.01796069 3311856.47489577,8570924.84526849 3311856.56703931,8570924.65793515 3311856.6237777,8570924.46313797 3311856.64293712,8570924.26834022 3311856.62378351,8570924.08100518 3311856.56705071,8570923.90831024 3311856.47491233,8570923.75687186 3311856.35089846,8570923.63249209 3311856.19976044,8570923.53993631 3311856.02728884,8570923.4827506 3311855.84009157,8570923.46312593 3311855.6453407,8570923.48181418 3311855.45049776,8570923.53809934 3311855.26302774,8570923.62982495 3311855.0901132,8570923.75347673 3311854.93837902,8570923.90431721 3311854.81363859,8571035.68839254 3311779.49022791),(8570547.54302032 3312108.11001152,8570547.63973014 3312108.25716726,8570547.70912862 3312108.41900499,8570547.74906386 3312108.59050652,8570550.3730708 3312127.12753564,8570550.38227185 3312127.23110035,8570551.14158041 3312147.96735493,8570551.13154416 3312148.149884,8570551.0884481 3312148.32753624,8570551.01373238 3312148.49437493,8570550.90989383 3312148.64482473,8570550.78040248 3312148.77385797,8570498.33760353 3312192.241911,8570498.24299866 3312192.34621114,8570481.93679968 3312216.45479562,8570481.90448614 3312216.50985272,8570473.0966042 3312233.98807664,8570472.99000842 3312234.15574451,8570472.85236852 3312234.29902895,8570472.68911785 3312234.41227379,8570472.50670076 3312234.49100866,8570472.3123182 3312234.53212549,8570472.11364345 3312234.53400119,8570452.32946006 3312232.74730185,8570452.1234508 3312232.70655757,8570451.93049303 3312232.62368894,8570451.75909617 3312232.50235046,8570451.6168188 3312232.34789315,8570451.50993535 3312232.16712856,8570417.36851668 3312157.4857772,8570417.3341084 3312157.42288811,8570404.07676645 3312136.85185471,8570403.9760744 3312136.64783791,8570403.92410333 3312136.42634129,8570403.92354335 3312136.19882991,8570406.70777194 3312111.34106785,8570406.74611357 3312111.15720599,8570406.81815874 3312110.98375641,8570406.92136605 3312110.82683759,8570407.05209481 3312110.69198487,8570407.20573355 3312110.58395524,8570407.37686261 3312110.50655945,8570439.57549362 3312099.45292463,8570439.61555288 3312099.43506405,8570439.65183102 3312099.41041365,8570446.62792787 3312093.70496506,8570446.87795069 3312093.55532394,8570471.7731983 3312083.23134861,8570471.80394185 3312083.21736408,8570492.62523121 3312072.8835068,8570492.81582148 3312072.81204163,8570518.04242019 3312066.18781538,8570518.22311485 3312066.15771409,8570518.40626868 3312066.16107923,8570518.58573564 3312066.19779786,8570518.75549343 3312066.26663783,8570518.90984554 3312066.3652891,8570519.04361243 3312066.49044127,8570519.15230534 3312066.63789465,8570533.44349902 3312090.29135274,8570533.47937375 3312090.34306231,8570547.54302032 3312108.11001152))",229.84,11.42,129325,2302,1908,182,162,20,-48,0.0954,demand gap
Gurgaon,Sector 79,05f80b391e199362a031,"POLYGON((8567616.33857502 3293733.61839085,8567616.37263332 3293733.64434981,8568083.71755159 3294024.62421223,8568083.87544253 3294024.74592799,8568084.00605148 3294024.89654531,8568084.10418748 3294025.07007802,8568084.16595018 3294025.25962918,8568084.18888487 3294025.45766523,8568084.17208004 3294025.65631536,8568084.11620357 3294025.84768436,8567953.9704178 3294348.00810448,8567953.95962626 3294348.03742423,8567922.80039579 3294441.61806579,8567922.79089164 3294441.65015629,8567856.01527435 3294698.39041371,8567856.0082355 3294698.43395619,8567856.04461787 3294698.45889243,8568334.67502401 3294964.09728716,8568334.67943249 3294964.09970495,8568815.57364867 3295224.703816,8568815.58123073 3295224.70784103,8569194.98775357 3295421.96403775,8569195.16259371 3295422.07970476,8569195.30947733 3295422.22928128,8569660.46602429 3296007.7903006,8569660.494753 3296007.82077473,8569660.52820419 3296007.84597452,8570028.91820285 3296239.32543429,8570028.96160213 3296239.3470805,8570029.00839484 3296239.35982799,8570477.52917474 3296315.25519756,8570477.57728585 3296315.25856315,8570477.62513385 3296315.25251544,8570483.09709561 3296314.00868619,8570483.14028198 3296313.99445132,8570483.16181399 3296313.95440053,8570692.40439177 3295816.83076403,8570692.41899364 3295816.7830885,8570692.42371431 3295816.73345096,8570687.97152197 3295118.47964249,8570687.96788892 3295118.43905216,8570687.95124062 3295118.40185529,8570296.16034843 3294407.53952365,8570296.07742612 3294407.42887412,8569288.72197602 3293394.27290337,8569288.68369233 3293394.24167734,8569288.63483081 3293394.24897514,8568658.16899517 3293556.79208414,8568657.95729027 3293556.82302801,8568657.74384835 3293556.80822837,8568657.53844001 3293556.74836268,8568657.35046813 3293556.6461714,8568084.4693592 3293160.38007748,8568084.43177146 3293160.35895662,8568084.4015123 3293160.38967001,8567616.36241374 3293733.58281628,8567616.33857502 3293733.61839085))",244.19,10.14,215896,4365,2832,186,214,-28,-58,0.0657,conversion/demand gap
Gurgaon,Sushant Lok Phase 1,c56a7212bfebf162c2d0,null,108.64,8.83,184620,2443,668,51,57,-6,-58,0.0763,conversion/demand gap
Gurgaon,DLF Phase 1,121f40755ac071d4ddb9,null,107.07,12.4,124436,1775,588,48,44,4,-59,0.0816,demand gap
Gurgaon,Kadarpur,400c9944d6064b7a28c9,"POLYGON((8580655.97037734 3295895.35015764,8580655.99899761 3295895.38847635,8581400.6360556 3296702.13680806,8581400.76113033 3296702.30460353,8581400.84854218 3296702.49475656,8581400.8944626 3296702.69893865,8581400.89688032 3296702.90820681,8581400.85568944 3296703.11339531,8581400.77269409 3296703.3055171,8581400.65152938 3296703.47615742,8581171.9576873 3296963.02914373,8581171.93284962 3296963.06269207,8581171.92061825 3296963.10260191,8581033.34706549 3297605.65465053,8581033.34155387 3297605.70226695,8581033.3453417 3297605.75005138,8581095.44913042 3297954.40694345,8581095.45904051 3297954.45096362,8581286.57627821 3298654.26933861,8581286.59232916 3298654.31191739,8581286.6286395 3298654.33934265,8581866.91372141 3299012.50133461,8581867.08805387 3299012.63772279,8581976.84868547 3299120.09235962,8581976.88250832 3299120.11998636,8581976.9257177 3299120.12632445,8583087.58921241 3299182.12959723,8583087.62643211 3299182.12887935,8583087.66312593 3299182.12260362,8583259.42366543 3299139.28013817,8583259.61626603 3299139.25163205,8583259.81073985 3299139.26098721,8583536.65215479 3299179.84836597,8583536.68950838 3299179.85098764,8583536.72683129 3299179.84796041,8583749.25981268 3299146.32682162,8583749.30503501 3299146.31491445,8583749.30975132 3299146.26838923,8583749.30975132 3299141.86832761,8583749.33553925 3299141.64269329,8583749.41157301 3299141.42869626,8583973.76093459 3298683.07709595,8583973.85445357 3298682.92299051,8583973.9741194 3298682.78817812,8584532.74815462 3298157.41996335,8584532.77396428 3298157.39163455,8584532.79510382 3298157.35966927,8584628.26283314 3297985.4765058,8584628.28311103 3297985.428754,8584628.29294623 3297985.37781587,8584864.83912849 3295219.430343,8584864.83983375 3295219.35451672,8584850.48557229 3295004.5055235,8584850.47793046 3295004.46078284,8584850.43381822 3295004.47147084,8583150.07801385 3295606.27232815,8583149.85664449 3295606.32330667,8583149.6294813 3295606.32300828,8583149.40824664 3295606.27144838,8581509.93848188 3295021.16869391,8581509.89648932 3295021.15789532,8581509.86221607 3295021.18445334,8580928.27842157 3295563.35110977,8580928.2280676 3295563.40558478,8580770.63434082 3295761.60906827,8580770.61076381 3295761.63761927,8580655.99757625 3295895.31081727,8580655.97037734 3295895.35015764))",65.95,13,19422,436,266,6,20,-14,-60,0.0226,conversion/demand gap
Gurgaon,Sector 66,2587487ac5a5c7aaddcc,"POLYGON((8576607.7248045 3299652.13229903,8576607.76728888 3299652.15324202,8576699.44381162 3299686.17678317,8576789.24928521 3299718.94302603,8576789.31230639 3299718.9684785,8576808.08301048 3299727.30213997,8576808.22740609 3299727.38106126,8576808.35690374 3299727.48259461,8576808.39850972 3299727.52805919,8576808.43057548 3299727.55608171,8576808.47536282 3299727.57144858,8576822.7314177 3299730.9635722,8576822.84340046 3299730.99724557,8577020.35703202 3299803.23002222,8577020.40349306 3299803.24834139,8577130.33483394 3299849.79771147,8577130.39261368 3299849.82437655,8577237.78614088 3299903.59471341,8577237.78877106 3299903.59603515,8577363.22857542 3299966.86436734,8577363.26100398 3299966.87929555,8577567.73266734 3300052.29448031,8577567.74415733 3300052.29936456,8577773.45454818 3300141.26448068,8577773.45915477 3300141.2664456,8578168.15197946 3300307.28958716,8578168.19373999 3300307.30265399,8578168.21642917 3300307.26523895,8578549.79573525 3299517.74515748,8578549.80231498 3299517.73179829,8578948.63382713 3298722.9462007,8578948.6502592 3298722.90295739,8578948.60980849 3298722.88051334,8578680.95302898 3298608.26189255,8578680.91402127 3298608.24419021,8578399.86035646 3298473.36503156,8578399.84273017 3298473.35698901,8578051.01258262 3298322.28828968,8578050.93807411 3298322.26279096,8577818.32152837 3298262.67367308,8577818.31566546 3298262.67220889,8577314.99168503 3298140.19896887,8577314.87428028 3298140.16262828,8577243.73116956 3298113.24859119,8577243.68888239 3298113.23697338,8577243.66008625 3298113.27004844,8577070.03163454 3298355.0425064,8576933.5562132 3298548.77206936,8576933.54660573 3298548.78621513,8576820.36144325 3298721.72798221,8576820.34234144 3298721.76303732,8576820.32911263 3298721.80070345,8576788.39340307 3298843.23280337,8576788.38839019 3298843.25367627,8576760.11669797 3298973.19886413,8576760.114286 3298973.20966233,8576722.93589868 3299135.43119742,8576684.53020778 3299310.82774359,8576684.52895104 3299310.83340445,8576607.73041523 3299652.08526659,8576607.7248045 3299652.13229903),(8576832.69096328 3299617.46306351,8576832.6573987 3299617.42483434,8576825.83908316 3299611.12694541,8576825.72171058 3299610.99780282,8576825.62857609 3299610.85022199,8576825.56251604 3299610.68869737,8576825.52554223 3299610.51814805,8576823.80870492 3299596.97790894,8576823.81432852 3299596.68795976,8576824.48374567 3299592.66547496,8576824.53339659 3299592.47972416,8576824.61767904 3299592.3069091,8576824.73347721 3299592.15341852,8576824.87651019 3299592.02492673,8576825.04149027 3299591.9261839,8576837.33042059 3299586.09507438,8576837.41365731 3299586.06009019,8576849.04297605 3299581.77916693,8576849.07682502 3299581.76739097,8576860.55546953 3299578.00319745,8576860.7219389 3299577.96399772,8576874.42838366 3299575.95344048,8576874.45279008 3299575.9492404,8576879.49852924 3299574.95165467,8576879.61895796 3299574.91133637,8576885.52772744 3299572.05029369,8576885.56957303 3299572.02460723,8576885.60550796 3299571.99114788,8576888.64337332 3299568.53763062,8576888.71945093 3299568.4219919,8576892.43547674 3299560.57655828,8576892.55377758 3299560.38569429,8576892.71168393 3299560.22603925,8576892.90123351 3299560.10564362,8576895.24657003 3299558.96297279,8576895.42211084 3299558.89700652,8576895.60688101 3299558.86497363,8576895.7943829 3299558.86800061,8576895.9780228 3299558.905981,8576896.1513428 3299558.97757919,8576904.7677468 3299563.52540886,8576904.94058029 3299563.64108606,8576905.08574875 3299563.79001136,8576905.19697328 3299563.96574335,8576909.37757484 3299572.40161916,8576909.44479651 3299572.57697741,8576909.47804578 3299572.7618118,8576909.47614997 3299572.94960336,8576908.18732862 3299585.28139685,8576908.15779668 3299585.43951304,8576908.1032961 3299585.59084893,8576899.44935642 3299604.65201624,8576899.34326011 3299604.83263303,8576899.20186527 3299604.98718513,8576899.03137616 3299605.10889097,8576898.83927363 3299605.19241025,8576890.03410466 3299607.96625226,8576890.01658167 3299607.97159649,8576872.43999465 3299613.15667973,8576872.43379361 3299613.15855278,8576859.74666835 3299617.08061638,8576843.28730037 3299622.16121379,8576843.11584311 3299622.19804539,8576842.94058812 3299622.20435823,8576842.76692524 3299622.17995813,8576842.60019532 3299622.12559552,8576833.27350955 3299618.14953184,8576833.08517061 3299618.0438954,8576832.92390075 3299617.90028951,8576832.7972201 3299617.72541061,8576832.71103586 3299617.52741341,8576832.69096328 3299617.46306351))",111.74,10,138708,2215,911,51,61,-10,-61,0.0560,conversion/demand gap
Gurgaon,Sector 62,18bbd052e821296e7928,"POLYGON((8580864.35382792 3301403.72123124,8580474.17901269 3301281.58372514,8580325.67881197 3301221.46463605,8580219.14605928 3301179.57128286,8580107.15865154 3301134.64049067,8579890.41960297 3301041.23555112,8579965.78289823 3300872.01985888,8580043.5952223 3300692.68140065,8580193.20861793 3300340.08645898,8580244.52690318 3300216.43996233,8580295.28859098 3300085.07471876,8580469.72623306 3299669.47292606,8580499.55985659 3299561.14522067,8580535.40473262 3299418.14386556,8581873.57633145 3299777.54840139,8581864.33681371 3299877.01910516,8581847.41625111 3299990.15843619,8581825.26367245 3300157.33809906,8581818.69582249 3300264.27849211,8581815.69019624 3300378.9397901,8581812.68456999 3300475.6306534,8581812.12797253 3300555.61629249,8581818.13922504 3300745.58409792,8581818.69582249 3300817.21822648,8581808.56574883 3300893.6621357,8581795.6526879 3300970.10648084,8581769.71524654 3301053.76544423,8581745.78155602 3301155.27066669,8581737.43259421 3301208.93458618,8581723.96293582 3301321.19918807,8581716.61584943 3301414.35294246,8581711.49515286 3301508.14018888,8581721.95918499 3301595.97931172,8581732.75717559 3301680.02189321,8581662.84853538 3301664.58029504,8580864.35382792 3301403.72123124))",146.14,11.92,75312,1466,759,80,51,29,-66,0.1054,demand gap
Gurgaon,Sector 61,63ea3c1f0ed58207dbcf,"POLYGON((8582465.462064 3301678.37647616,8582142.30158222 3301672.42766238,8581972.42803928 3301676.6044888,8581812.12797253 3301679.51561102,8581789.5301159 3301676.85762984,8581749.00982125 3301677.74362351,8581744.11176366 3301630.53289965,8581732.08925865 3301565.98231311,8581726.6346036 3301491.93937607,8581737.43259421 3301341.44994917,8581749.12114074 3301226.27415326,8581766.37566182 3301127.67939549,8581809.67894373 3300966.56269361,8581826.37686735 3300869.74172651,8581832.38811986 3300808.8651105,8581833.61263425 3300744.31848071,8581826.48818684 3300497.14573092,8581827.0447843 3300368.18234187,8581833.0560368 3300234.91725783,8581871.7952196 3299889.16824932,8581890.94217201 3299758.43897409,8582999.23902235 3299879.67672951,8582992.11457494 3299824.75260011,8583013.59923666 3299831.83957191,8582939.57177529 3300624.97131519,8582848.7350708 3301798.87216633,8582814.11470916 3301783.43043123,8582636.78276033 3301730.90335077,8582465.462064 3301678.37647616))",146.56,12.67,81044,1227,770,77,58,19,-70,0.1000,demand gap
Gurgaon,DLF Phase 2,1386f8e36db5f7e1288d,null,89.81,12,22832,326,337,15,29,-14,-75,0.0445,conversion/demand gap
Gurgaon,Sector 59,4e95917c004316e78882,"POLYGON((8582979.87392192 3300577.1283764,8582979.91535513 3300577.14532279,8583450.71513755 3300718.86884169,8583450.78571505 3300718.89299299,8583914.94575041 3300897.3296208,8583914.96064336 3300897.33507655,8584826.61458252 3301214.99401057,8584826.65569985 3301215.00405643,8584826.65944338 3301214.96189555,8584816.64137507 3299803.92010403,8584816.63657689 3299803.87435643,8584816.59604021 3299803.85261607,8584270.10102665 3299576.09432108,8584270.0251175 3299576.05888348,8583796.99967127 3299330.59555094,8583796.95466147 3299330.57773186,8583796.91079606 3299330.59820692,8583030.00482645 3299788.66017203,8583029.96752637 3299788.68767283,8583029.96012758 3299788.73342048,8582979.87247194 3300577.08363505,8582979.87392192 3300577.1283764))",158.41,11.44,172571,1232,974,81,65,16,-77,0.0832,demand gap
Gurgaon,Kadarpur,05bede030512a4541424,null,89.66,13.83,184653,886,392,10,33,-23,-80,0.0255,conversion/demand gap
